ID,Date,Day,Site,Sample,DayTime,Flower,Bee,Family,Genus,Species,CaptureTime
3884,8/11/2021,223,5,7,1,Agoseris aurantiaca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,9
6453,9/11/2021,254,4,9,3,Agoseris glauca,Andrena,Andrenidae,Andrena,sp.,9
2680,7/27/2021,208,1,6,1,Agoseris glauca,Bombus appositus,Apidae,Bombus,appositus,17
5656,8/20/2021,232,4,8,3,Agoseris glauca,Bombus appositus,Apidae,Bombus,appositus,3
4667,8/12/2021,224,2,7,3,Agoseris glauca,Bombus balteatus,Apidae,Bombus,balteatus,18
2714,7/27/2021,208,1,6,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,10
2715,7/27/2021,208,1,6,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,16
2716,7/27/2021,208,1,6,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,14
2717,7/27/2021,208,1,6,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,17
2718,7/27/2021,208,1,6,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,26
4496,8/12/2021,224,1,7,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,8
2933,7/27/2021,208,2,6,2,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,5
2934,7/27/2021,208,2,6,2,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,5
2981,7/27/2021,208,2,6,3,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,1
2499,7/26/2021,207,3,6,3,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,7
4734,8/12/2021,224,3,7,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,17
4735,8/12/2021,224,3,7,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,18
4736,8/12/2021,224,3,7,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,18
4737,8/12/2021,224,3,7,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,19
4738,8/12/2021,224,3,7,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,29
4808,8/12/2021,224,3,7,2,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,1
4809,8/12/2021,224,3,7,2,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,14
4891,8/12/2021,224,3,7,3,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,15
5502,8/20/2021,232,3,8,2,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,25
5561,8/20/2021,232,3,8,3,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,7
5562,8/20/2021,232,3,8,3,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,8
5563,8/20/2021,232,3,8,3,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,8
2044,7/15/2021,196,4,5,3,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,7
2045,7/15/2021,196,4,5,3,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,7
2545,7/26/2021,207,4,6,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,10
2546,7/26/2021,207,4,6,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,10
2547,7/26/2021,207,4,6,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,21
2548,7/26/2021,207,4,6,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,24
2549,7/26/2021,207,4,6,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,28
2580,7/26/2021,207,4,6,2,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,6
2581,7/26/2021,207,4,6,2,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,11
2582,7/26/2021,207,4,6,2,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,13
2583,7/26/2021,207,4,6,2,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,19
2584,7/26/2021,207,4,6,2,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,20
2585,7/26/2021,207,4,6,2,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,20
2586,7/26/2021,207,4,6,2,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,22
2641,7/26/2021,207,4,6,3,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,4
2642,7/26/2021,207,4,6,3,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,9
2643,7/26/2021,207,4,6,3,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,9
2644,7/26/2021,207,4,6,3,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,20
2645,7/26/2021,207,4,6,3,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,24
4968,8/12/2021,224,4,7,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,5
4969,8/12/2021,224,4,7,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,19
4970,8/12/2021,224,4,7,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,20
5616,8/20/2021,232,4,8,2,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,1
5617,8/20/2021,232,4,8,2,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,25
5677,8/20/2021,232,4,8,3,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,3
6410,9/11/2021,254,4,9,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,10
6411,9/11/2021,254,4,9,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,19
6412,9/11/2021,254,4,9,1,Agoseris glauca,Bombus bifarius,Apidae,Bombus,bifarius,27
2153,7/16/2021,197,1,5,2,Agoseris glauca,Bombus centralis,Apidae,Bombus,centralis,15
2199,7/16/2021,197,1,5,3,Agoseris glauca,Bombus centralis,Apidae,Bombus,centralis,1
2720,7/27/2021,208,1,6,1,Agoseris glauca,Bombus centralis,Apidae,Bombus,centralis,17
5596,8/20/2021,232,3,8,3,Agoseris glauca,Bombus centralis,Apidae,Bombus,centralis,9
5597,8/20/2021,232,3,8,3,Agoseris glauca,Bombus centralis,Apidae,Bombus,centralis,13
2008,7/15/2021,196,4,5,2,Agoseris glauca,Bombus centralis,Apidae,Bombus,centralis,6
2563,7/26/2021,207,4,6,1,Agoseris glauca,Bombus centralis,Apidae,Bombus,centralis,29
2662,7/26/2021,207,4,6,3,Agoseris glauca,Bombus centralis,Apidae,Bombus,centralis,3
6442,9/11/2021,254,4,9,2,Agoseris glauca,Bombus centralis,Apidae,Bombus,centralis,16
2722,7/27/2021,208,1,6,1,Agoseris glauca,Bombus huntii,Apidae,Bombus,huntii,25
5547,8/20/2021,232,3,8,2,Agoseris glauca,Bombus huntii,Apidae,Bombus,huntii,23
5018,8/12/2021,224,4,7,1,Agoseris glauca,Bombus huntii,Apidae,Bombus,huntii,12
2729,7/27/2021,208,1,6,1,Agoseris glauca,Bombus nevadensis,Apidae,Bombus,nevadensis,12
5022,8/12/2021,224,4,7,1,Agoseris glauca,Bombus sylvicola,Apidae,Bombus,sylvicola,10
5023,8/12/2021,224,4,7,1,Agoseris glauca,Bombus sylvicola,Apidae,Bombus,sylvicola,11
4787,8/12/2021,224,3,7,1,Agoseris glauca,Hylaeus,Colletidae,Hylaeus,sp. ,17
4788,8/12/2021,224,3,7,1,Agoseris glauca,Hylaeus,Colletidae,Hylaeus,sp. ,17
4789,8/12/2021,224,3,7,1,Agoseris glauca,Hylaeus,Colletidae,Hylaeus,sp. ,18
4790,8/12/2021,224,3,7,1,Agoseris glauca,Hylaeus,Colletidae,Hylaeus,sp. ,29
4859,8/12/2021,224,3,7,2,Agoseris glauca,Hylaeus,Colletidae,Hylaeus,sp. ,20
6321,9/11/2021,254,3,9,1,Agoseris glauca,Hylaeus,Colletidae,Hylaeus,sp. ,9
2669,7/26/2021,207,4,6,3,Agoseris glauca,Hylaeus,Colletidae,Hylaeus,sp. ,27
6322,9/11/2021,254,3,9,1,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,6
6323,9/11/2021,254,3,9,1,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,9
6324,9/11/2021,254,3,9,1,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,12
6325,9/11/2021,254,3,9,1,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,13
6326,9/11/2021,254,3,9,1,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,13
6327,9/11/2021,254,3,9,1,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,13
6328,9/11/2021,254,3,9,1,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,17
6329,9/11/2021,254,3,9,1,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,17
6340,9/11/2021,254,3,9,2,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,4
6341,9/11/2021,254,3,9,2,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,4
6342,9/11/2021,254,3,9,2,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,8
6343,9/11/2021,254,3,9,2,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,20
6344,9/11/2021,254,3,9,2,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,20
6345,9/11/2021,254,3,9,2,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,22
6346,9/11/2021,254,3,9,2,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,22
6347,9/11/2021,254,3,9,2,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,22
6348,9/11/2021,254,3,9,2,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,25
6349,9/11/2021,254,3,9,2,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,27
6378,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,1
6379,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,1
6380,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,1
6381,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,1
6382,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,7
6383,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,7
6384,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,24
6385,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,24
6386,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,24
6387,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,24
6388,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,24
6389,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,24
6390,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,24
6391,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,24
6392,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,15
6393,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,22
6394,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,22
6395,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,22
6396,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,22
6397,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,22
6398,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,28
6399,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,28
6400,9/11/2021,254,3,9,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,28
6416,9/11/2021,254,4,9,1,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,1
6417,9/11/2021,254,4,9,1,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,1
6418,9/11/2021,254,4,9,1,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,11
6419,9/11/2021,254,4,9,1,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,11
6420,9/11/2021,254,4,9,1,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,22
6445,9/11/2021,254,4,9,2,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,14
6446,9/11/2021,254,4,9,2,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,22
6447,9/11/2021,254,4,9,2,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,23
1011,6/20/2021,171,5,3,3,Agoseris glauca,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,3
298,6/2/2021,153,7,2,1,Agoseris glauca,Lasioglossum (Sensu stricto),Halictidae,Lasioglossum (Sensu stricto),sp. ,4
299,6/2/2021,153,7,2,1,Agoseris glauca,Lasioglossum (Sensu stricto),Halictidae,Lasioglossum (Sensu stricto),sp. ,23
2734,7/27/2021,208,1,6,1,Agoseris glauca,Megachile,Megachilidae,Megachile,sp. ,25
4860,8/12/2021,224,3,7,2,Agoseris glauca,Megachile,Megachilidae,Megachile,sp. ,1
2674,7/26/2021,207,4,6,3,Agoseris glauca,Megachile,Megachilidae,Megachile,sp. ,3
2569,7/26/2021,207,4,6,1,Agoseris glauca,Megachile,Megachilidae,Megachile,sp. ,22
